target,plat,url
"pâtes,riz,semoule",Lasagnes au thon et à la mozzarella,https://www.marmiton.org/recettes/recette_lasagnes-au-thon-et-a-la-mozzarella_230700.aspx
"pâtes,riz,semoule",Nouilles chinoises aux légumes,https://www.marmiton.org/recettes/recette_nouilles-chinoises-aux-legumes_67540.aspx
viande,Poulet léger au fromage de chèvre,https://www.marmiton.org/recettes/recette_poulet-leger-au-fromage-de-chevre_17726.aspx
viande,Salade de foie de volaille aux noix de cajou,https://www.marmiton.org/recettes/recette_salade-de-foie-de-volaille-aux-noix-de-cajou_95395.aspx
viande,Bourguignon de veau,https://www.marmiton.org/recettes/recette_bourguignon-de-veau_47542.aspx
viande,Cari de lard aux pommes de terre,https://www.marmiton.org/recettes/recette_cari-de-lard-aux-pommes-de-terre_61275.aspx
viande,Chachouka aux Merguez,https://www.marmiton.org/recettes/recette_chachouka-aux-merguez_71493.aspx
viande,Chaussons de foie gras aux pommes caramélisées,https://www.marmiton.org/recettes/recette_chaussons-de-foie-gras-aux-pommes-caramelisees_329046.aspx
viande,Choux rouge aux pommes et côte de porc (Belgique),https://www.marmiton.org/recettes/recette_choux-rouge-aux-pommes-et-cote-de-porc-belgique_16297.aspx
viande,Croustade fine de ris de veau à la crème d'ail confit,https://www.marmiton.org/recettes/recette_croustade-fine-de-ris-de-veau-a-la-creme-d-ail-confit_14027.aspx
viande,Daube de poulet au vin rouge,https://www.marmiton.org/recettes/recette_daube-de-poulet-au-vin-rouge_56438.aspx
viande,escalope de dinde à la Thiérachienne (au cidre),https://www.marmiton.org/recettes/recette_escalope-de-dinde-a-la-thierachienne-au-cidre_67695.aspx
viande,Escalope de dinde au gorgonzola,https://www.marmiton.org/recettes/recette_escalope-de-dinde-au-gorgonzola_391724.aspx
viande,Filet mignon de porc aux figues facile,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-aux-figues-facile_18425.aspx
viande,Filet mignon de porc feuilleté,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-feuillete_15976.aspx
viande,Filet mignon sucré-salé,https://www.marmiton.org/recettes/recette_filet-mignon-sucre-sale_308713.aspx
viande,Langue de porc aux lardons et oignons,https://www.marmiton.org/recettes/recette_langue-de-porc-aux-lardons-et-oignons_26583.aspx
viande,Magrets de canard et pêches rôties,https://www.marmiton.org/recettes/recette_magrets-de-canard-et-peches-roties_231568.aspx
viande,Mousse de foies de volaille,https://www.marmiton.org/recettes/recette_mousse-de-foies-de-volaille_27647.aspx
viande,Pâtisson farci saucisse merguez,https://www.marmiton.org/recettes/recette_patisson-farci-saucisse-merguez_49789.aspx
viande,paupiettes de dinde,https://www.marmiton.org/recettes/recette_paupiettes-de-dinde_32435.aspx
viande,Poêlée de courgettes et foies de volaille,https://www.marmiton.org/recettes/recette_poelee-de-courgettes-et-foies-de-volaille_42195.aspx
viande,Poulet maison au citron et à l'estragon,https://www.marmiton.org/recettes/recette_poulet-maison-au-citron-et-a-l-estragon_36632.aspx
viande,Poulet pané sauce barbecue,https://www.marmiton.org/recettes/recette_poulet-pane-sauce-barbecue_94014.aspx
viande,poulet sauté et petit pois à la menthe,https://www.marmiton.org/recettes/recette_poulet-saute-et-petit-pois-a-la-menthe_73898.aspx
viande,"Quiche merguez, cumin et courgettes",https://www.marmiton.org/recettes/recette_quiche-merguez-cumin-et-courgettes_54787.aspx
viande,Ris de veau aux truffes,https://www.marmiton.org/recettes/recette_ris-de-veau-aux-truffes_22438.aspx
viande,"Rognons de veau au vin rouge, tomates ",https://www.marmiton.org/recettes/recette_rognons-de-veau-au-vin-rouge-tomates_89771.aspx
viande,Rôti de porc à la bretonne,https://www.marmiton.org/recettes/recette_roti-de-porc-a-la-bretonne_63500.aspx
viande,Rôti de porc au reblochon,https://www.marmiton.org/recettes/recette_roti-de-porc-au-reblochon_88747.aspx
viande,rôti de porc laqué,https://www.marmiton.org/recettes/recette_roti-de-porc-laque_29213.aspx
viande,Rôti de veau Grand-Mère Madou,https://www.marmiton.org/recettes/recette_roti-de-veau-grand-mere-madou_20664.aspx
fruitsdemer,Langouste en gelée,https://www.marmiton.org/recettes/recette_langouste-en-gelee_26741.aspx
fruitsdemer,Langoustes grillées au Pastis,https://www.marmiton.org/recettes/recette_langoustes-grillees-au-pastis_51488.aspx
fruitsdemer,Langoustine au Calvados,https://www.marmiton.org/recettes/recette_langoustine-au-calvados_332776.aspx
fruitsdemer,Langoustine au fenouil,https://www.marmiton.org/recettes/recette_langoustine-au-fenouil_14331.aspx
fruitsdemer,Langoustines à l'estragon,https://www.marmiton.org/recettes/recette_langoustines-a-l-estragon_18252.aspx
fruitsdemer,Langoustines à la grecque,https://www.marmiton.org/recettes/recette_langoustines-a-la-grecque_50628.aspx
fruitsdemer,Langoustines à la tomate,https://www.marmiton.org/recettes/recette_langoustines-a-la-tomate_25762.aspx
fruitsdemer,Langoustines à la vanille,https://www.marmiton.org/recettes/recette_langoustines-a-la-vanille_43626.aspx
fruitsdemer,Langoustines au curry,https://www.marmiton.org/recettes/recette_langoustines-au-curry_347292.aspx
fruitsdemer,Langoustines aux chicons,https://www.marmiton.org/recettes/recette_langoustines-aux-chicons_27565.aspx
fruitsdemer,Langoustines en habits du soir,https://www.marmiton.org/recettes/recette_langoustines-en-habits-du-soir_43935.aspx
fruitsdemer,Les Moules à la Didou,https://www.marmiton.org/recettes/recette_les-moules-a-la-didou_73778.aspx
fruitsdemer,Limandes aux crevettes et tomates épicées,https://www.marmiton.org/recettes/recette_limandes-aux-crevettes-et-tomates-epicees_195553.aspx
fruitsdemer,Linguine aux palourdes et aux courgettes,https://www.marmiton.org/recettes/recette_linguine-aux-palourdes-et-aux-courgettes_83482.aspx
fruitsdemer,Linguines aux endives et chair d'écrevisses,https://www.marmiton.org/recettes/recette_linguines-aux-endives-et-chair-d-ecrevisses_49272.aspx
fruitsdemer,Lotte en médaillons avec gambas,https://www.marmiton.org/recettes/recette_lotte-en-medaillons-avec-gambas_172518.aspx
fruitsdemer,Macaronis au crabe,https://www.marmiton.org/recettes/recette_macaronis-au-crabe_67179.aspx
fruitsdemer,Marmite de cabillaud aux moules,https://www.marmiton.org/recettes/recette_marmite-de-cabillaud-aux-moules_10772.aspx
fruitsdemer,Meli melo de crevettes ,https://www.marmiton.org/recettes/recette_meli-melo-de-crevettes_83942.aspx
fruitsdemer,Méli mélo rouge aux harengs et au crabe,https://www.marmiton.org/recettes/recette_meli-melo-rouge-aux-harengs-et-au-crabe_39921.aspx
fruitsdemer,Miettes de crabe et pamplemousse,https://www.marmiton.org/recettes/recette_miettes-de-crabe-et-pamplemousse_225356.aspx
fruitsdemer,miettes de crabes à la mozzarella,https://www.marmiton.org/recettes/recette_miettes-de-crabes-a-la-mozzarella_24487.aspx
fruitsdemer,Miga au chorizo et crevettes,https://www.marmiton.org/recettes/recette_miga-au-chorizo-et-crevettes_232912.aspx
fruitsdemer,Mille feuilles saumon crabe,https://www.marmiton.org/recettes/recette_mille-feuilles-saumon-crabe_312775.aspx
fruitsdemer,Mille-feuille de crevettes au munster,https://www.marmiton.org/recettes/recette_mille-feuille-de-crevettes-au-munster_165264.aspx
fruitsdemer,Mille-feuilles de saumon fumé sur lit de crabe,https://www.marmiton.org/recettes/recette_mille-feuilles-de-saumon-fume-sur-lit-de-crabe_87379.aspx
fruitsdemer,Millefeuille de gambas et ananas à l'huile de vanille,https://www.marmiton.org/recettes/recette_millefeuille-de-gambas-et-ananas-a-l-huile-de-vanille_230981.aspx
fruitsdemer,Millefeuilles de céléri et miettes de crabe,https://www.marmiton.org/recettes/recette_mille-feuilles-de-celeri-et-miettes-de-crabe_40037.aspx
fruitsdemer,Moelleux au crabe façon bretonne,https://www.marmiton.org/recettes/recette_moelleux-au-crabe-facon-bretonne_65330.aspx
fruitsdemer,"Mon soufflé au saumon fumé, saint jacques rôties et verrine de...",https://www.marmiton.org/recettes/recette_mon-souffle-au-saumon-fume-saint-jacques-roties-et-verrine-de-bisque-aux-croutons_91930.aspx
entréechaude,Potage aux chicons et au parmesan,https://www.marmiton.org/recettes/recette_potage-aux-chicons-et-au-parmesan_308608.aspx
entréechaude,Potage aux deux choux,https://www.marmiton.org/recettes/recette_potage-aux-deux-choux_233168.aspx
entréechaude,Potage aux fanes de navets,https://www.marmiton.org/recettes/recette_potage-aux-fanes-de-navets_70759.aspx
entréechaude,Potage aux lentilles corail,https://www.marmiton.org/recettes/recette_potage-aux-lentilles-corail_32541.aspx
entréechaude,Potage aux lentilles et aux pâtes,https://www.marmiton.org/recettes/recette_potage-aux-lentilles-et-aux-pates_33456.aspx
entréechaude,Potage aux poireaux à la bière blanche.,https://www.marmiton.org/recettes/recette_potage-aux-poireaux-a-la-biere-blanche_33478.aspx
entréechaude,Potage aux poivrons,https://www.marmiton.org/recettes/recette_potage-aux-poivrons_345504.aspx
entréechaude,Potage aux poivrons jaunes,https://www.marmiton.org/recettes/recette_potage-aux-poivrons-jaunes_83863.aspx
entréechaude,Potage aux tomates et aux scampi,https://www.marmiton.org/recettes/recette_potage-aux-tomates-et-aux-scampi_14393.aspx
entréechaude,Potage betterave céleri,https://www.marmiton.org/recettes/recette_potage-betterave-celeri_23288.aspx
entréechaude,Potage carottes et oignons blancs,https://www.marmiton.org/recettes/recette_potage-carottes-et-oignons-blancs_52781.aspx
entréechaude,potage crémeux de betteraves,https://www.marmiton.org/recettes/recette_potage-cremeux-de-betteraves_72124.aspx
entréechaude,Potage crémeux de tomate (version allégée),https://www.marmiton.org/recettes/recette_potage-cremeux-de-tomate-version-allegee_33406.aspx
entréechaude,Potage d'endives au camembert,https://www.marmiton.org/recettes/recette_potage-d-endives-au-camembert_67884.aspx
entréechaude,Potage d'endives aux amandes,https://www.marmiton.org/recettes/recette_potage-d-endives-aux-amandes_83270.aspx
entréechaude,Potage d'épinards à la Cardamome,https://www.marmiton.org/recettes/recette_potage-d-epinards-a-la-cardamome_66782.aspx
entréechaude,potage d'été à la tomate,https://www.marmiton.org/recettes/recette_potage-d-ete-a-la-tomate_22446.aspx
entréechaude,Potage de carotte au curry,https://www.marmiton.org/recettes/recette_potage-carottes-au-curry_223572.aspx
entréechaude,Potage de céleri et d'ail rôti,https://www.marmiton.org/recettes/recette_potage-de-celeri-et-d-ail-roti_45144.aspx
entréechaude,Potage de champignons à la crème,https://www.marmiton.org/recettes/recette_potage-de-champignons-a-la-creme_21916.aspx
entréechaude,Potage de concombre à la menthe,https://www.marmiton.org/recettes/recette_potage-de-concombre-a-la-menthe_23561.aspx
entréechaude,Potage de courgettes au saumon frais,https://www.marmiton.org/recettes/recette_potage-de-courgettes-au-saumon-frais_168576.aspx
entréechaude,Potage de fanes de radis aux lardons,https://www.marmiton.org/recettes/recette_potage-de-fanes-de-radis-aux-lardons_212294.aspx
entréechaude,Potage de haricots verts rapide,https://www.marmiton.org/recettes/recette_potage-de-haricots-verts-rapide_23594.aspx
entréechaude,Potage de légumes à la tome de Savoie ,https://www.marmiton.org/recettes/recette_potage-de-legumes-a-la-tome-de-savoie_26356.aspx
entréechaude,Potage de légumes au basilic,https://www.marmiton.org/recettes/recette_potage-de-legumes-au-basilic_18122.aspx
entréechaude,Potage de légumes nouveaux,https://www.marmiton.org/recettes/recette_potage-de-legumes-nouveaux_27291.aspx
entréechaude,Potage de lentilles au cabillaud,https://www.marmiton.org/recettes/recette_potage-de-lentilles-au-cabillaud_82230.aspx
entréechaude,Potage de pois cassés au jambon braisé,https://www.marmiton.org/recettes/recette_potage-de-pois-casses-au-jambon-braise_29886.aspx
entréechaude,Potage de potiron de la mer,https://www.marmiton.org/recettes/recette_potage-de-potiron-de-la-mer_221332.aspx
"pâtes,riz,semoule",Nouilles chinoises poulet crevettes,https://www.marmiton.org/recettes/recette_nouilles-chinoises-poulet-crevettes_58488.aspx
"pâtes,riz,semoule",Pâtes au basilic,https://www.marmiton.org/recettes/recette_pates-au-basilic_18210.aspx
"pâtes,riz,semoule",Pâtes au brocoli & fromage frais,https://www.marmiton.org/recettes/recette_pates-au-brocoli-fromage-frais_392157.aspx
"pâtes,riz,semoule",Pâtes au fromage scamorza et pancetta,https://www.marmiton.org/recettes/recette_pates-au-fromage-scamorza-et-pancetta_95365.aspx
"pâtes,riz,semoule",Pâtes au thon et aux poivrons,https://www.marmiton.org/recettes/recette_pates-au-thon-et-aux-poivrons_24078.aspx
"pâtes,riz,semoule",Pâtes au thon faciles,https://www.marmiton.org/recettes/recette_pates-au-thon-faciles_315280.aspx
"pâtes,riz,semoule",Riz safrané de Mamie Aline,https://www.marmiton.org/recettes/recette_riz-safrane-de-mamie-aline_91606.aspx
"pâtes,riz,semoule",Spaghetti à la crème de noix,https://www.marmiton.org/recettes/recette_spaghetti-a-la-creme-de-noix_20080.aspx
"pâtes,riz,semoule",Spaghetti au saumon simple,https://www.marmiton.org/recettes/recette_spaghetti-au-saumon-simple_83571.aspx
"pâtes,riz,semoule",Spaghettis Carbonara de Reine,https://www.marmiton.org/recettes/recette_spaghettis-carbonara-de-reine_66549.aspx
"pâtes,riz,semoule",Avec un reste de pâtes ou pâtes à la campagnarde,https://www.marmiton.org/recettes/recette_avec-un-reste-de-pates-ou-pates-a-la-campagnarde_80064.aspx
"pâtes,riz,semoule",Cannelloni aux épinards et au brocciu,https://www.marmiton.org/recettes/recette_cannelloni-aux-epinards-et-au-brocciu_339442.aspx
"pâtes,riz,semoule",Cannelloni courgettes et chèvre,https://www.marmiton.org/recettes/recette_cannelloni-courgettes-et-chevre_58556.aspx
"pâtes,riz,semoule",Cannelloni d'aubergine,https://www.marmiton.org/recettes/recette_cannelloni-d-aubergine_22730.aspx
"pâtes,riz,semoule",Cannellonis boeuf- mozarella,https://www.marmiton.org/recettes/recette_cannellonis-au-boeuf-et-mozarella_172279.aspx
"pâtes,riz,semoule","Courgettes en lasagnes, chorizo et chèvre",https://www.marmiton.org/recettes/recette_courgettes-en-lasagnes-chorizo-et-chevre_43650.aspx
"pâtes,riz,semoule",Courgettes farcies au saumon fumé sur son lit de riz aux champignons ,https://www.marmiton.org/recettes/recette_courgettes-farcies-au-saumon-fume-sur-son-lit-de-riz-aux-champignons_343645.aspx
"pâtes,riz,semoule",Crevettes sautées aux epices et leur riz,https://www.marmiton.org/recettes/recette_crevettes-sautees-aux-epices-et-leur-riz_66375.aspx
"pâtes,riz,semoule",Gratin de pâtes au cervelas,https://www.marmiton.org/recettes/recette_gratin-de-pates-au-cervelas_56841.aspx
"pâtes,riz,semoule",Gratin de Pâtes Bolognaise,https://www.marmiton.org/recettes/recette_gratin-de-pates-bolognaise_43962.aspx
"pâtes,riz,semoule",L'omelette de riz,https://www.marmiton.org/recettes/recette_l-omelette-de-riz_338366.aspx
"pâtes,riz,semoule",Lasagne carottes et champignons,https://www.marmiton.org/recettes/recette_lasagne-carottes-et-champignons_59689.aspx
"pâtes,riz,semoule",Lasagnes à la corse,https://www.marmiton.org/recettes/recette_lasagnes-a-la-corse_36381.aspx
"pâtes,riz,semoule",Lasagnes au poulet et lait de coco,https://www.marmiton.org/recettes/recette_lasagnes-de-poulet-au-lait-de-coco_220721.aspx
"pâtes,riz,semoule","Lasagnes au saumon fumé, épinards et mascarpone",https://www.marmiton.org/recettes/recette_lasagnes-au-saumon-fume-epinards-et-mascarpone_40212.aspx
"pâtes,riz,semoule","Lasagnes au thon, tomate et poivron",https://www.marmiton.org/recettes/recette_lasagnes-au-thon-tomate-et-poivron_229912.aspx
"pâtes,riz,semoule",Lasagnes aux courgettes et chèvre,https://www.marmiton.org/recettes/recette_lasagnes-aux-courgettes-et-chevre_80661.aspx
"pâtes,riz,semoule","Lasagnes aux épinards, carottes et tomates",https://www.marmiton.org/recettes/recette_lasagnes-aux-epinards-carottes-et-tomates_49139.aspx
"pâtes,riz,semoule",lasagnes aux légumes et à la viande,https://www.marmiton.org/recettes/recette_lasagnes-aux-legumes-et-a-la-viande_36048.aspx
"pâtes,riz,semoule",Lasagnes aux légumes et lardons,https://www.marmiton.org/recettes/recette_lasagnes-aux-legumes-et-lardons_12527.aspx
viande,"Roulés de poulet farcis, sauce au foie gras",https://www.marmiton.org/recettes/recette_roule-au-poulet_220989.aspx
viande,Salade de foies de volaille aux pommes tièdes,https://www.marmiton.org/recettes/recette_salade-de-foies-de-volaille-aux-pommes-tiedes_43088.aspx
viande,Sauté de veau printanier,https://www.marmiton.org/recettes/recette_saute-de-veau-printanier_15350.aspx
viande,Tourte aux émiettés de confit de canard et pommes de terre aux...,https://www.marmiton.org/recettes/recette_tourte-aux-emiettes-de-confit-de-canard-et-pommes-de-terre-aux-herbes-de-provence_305485.aspx
viande,Verrine de Foie Gras à la confiture de Figues,https://www.marmiton.org/recettes/recette_verrine-de-foie-gras-a-la-confiture-de-figues_85055.aspx
viande,Foie gras au pain noir et vinaigrette de truffe,https://www.marmiton.org/recettes/recette_foie-gras-au-pain-noir-et-vinaigrette-de-truffe_40709.aspx
viande,Ossobuco avec risotto à la milanaise,https://www.marmiton.org/recettes/recette_ossobuco-avec-risotto-a-la-milanaise_528090.aspx
viande,Rognons de porc sauce au porto,https://www.marmiton.org/recettes/recette_rognons-de-porc-sauce-au-porto_165925.aspx
viande,Rôti de porc aux épices et aux oignons,https://www.marmiton.org/recettes/recette_roti-de-porc-aux-epices-et-aux-oignons_53108.aspx
viande,"Tartare de canard, aux pommes et foie gras",https://www.marmiton.org/recettes/recette_tartare-de-canard-aux-pommes-et-foie-gras_105834.aspx
viande,Rôti de porc à la crème à la moutarde,https://www.marmiton.org/recettes/recette_roti-de-porc-a-la-creme-a-la-moutarde_26800.aspx
viande,ailes de poulet aux quatre épices,https://www.marmiton.org/recettes/recette_ailes-de-poulet-aux-quatre-epices_34831.aspx
viande,Caille en pâte,https://www.marmiton.org/recettes/recette_caille-en-pate_65570.aspx
viande,chou rouge aux saucisses fumées,https://www.marmiton.org/recettes/recette_chou-rouge-aux-saucisses-fumees_55875.aspx
viande,Escalope de poulet au citron,https://www.marmiton.org/recettes/recette_escalope-de-poulet-au-citron_67085.aspx
viande,Fausse mousse de foie gras,https://www.marmiton.org/recettes/recette_fausse-mousse-de-foie-gras_31873.aspx
viande,Filet mignon aux girolles et noix de cajou,https://www.marmiton.org/recettes/recette_filet-mignon-aux-girolles-et-noix-de-cajou_96246.aspx
viande,Filet mignon aux tomates confites,https://www.marmiton.org/recettes/recette_filet-mignon-aux-tomates-confites_48000.aspx
viande,Filet mignon de porc au roquefort et aux lardons,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-roquefort-et-aux-lardons_311014.aspx
viande,Fricassée de dinde aux tomates et poivrons au Companion,https://www.marmiton.org/recettes/recette_fricassee-de-dinde-aux-tomates-et-poivrons-au-companion_383289.aspx
viande,Magret  de canard au chocolat  noir,https://www.marmiton.org/recettes/recette_magret-de-canard-au-chocolat-noir_14729.aspx
viande,Papillotte au foie gras et aux noix de Saint Jacques,https://www.marmiton.org/recettes/recette_papillotte-au-foie-gras-et-aux-noix-de-saint-jacques_167822.aspx
viande,Poêlée de pommes de terre au foie gras,https://www.marmiton.org/recettes/recette_poelee-de-pommes-de-terre-au-foie-gras_15826.aspx
viande,"Poulet ""Indy"" à la sauce rouge",https://www.marmiton.org/recettes/recette_poulet-indy-a-la-sauce-rouge_231488.aspx
viande,Poulet à la coriandre et citron vert,https://www.marmiton.org/recettes/recette_poulet-a-la-coriandre-et-citron-vert_166524.aspx
viande,Rôti de veau à ma façon,https://www.marmiton.org/recettes/recette_roti-de-veau-a-ma-facon_173244.aspx
viande,Sauté de porc aux figues et légumes,https://www.marmiton.org/recettes/recette_saute-de-porc-aux-figues-et-legumes_63438.aspx
viande,Steak au Boursin et au poivre vert,https://www.marmiton.org/recettes/recette_steak-au-boursin-et-au-poivre-vert_391814.aspx
viande,Terrine de foie gras de canard porto/armagnac,https://www.marmiton.org/recettes/recette_terrine-de-foie-gras-de-canard-porto-armagnac_65749.aspx
viande,Terrine façon foie gras,https://www.marmiton.org/recettes/recette_terrine-facon-foie-gras_25667.aspx
fruitsdemer,Morue aux moules et au lard grillé,https://www.marmiton.org/recettes/recette_morue-aux-moules-et-au-lard-grille_13847.aspx
fruitsdemer,Moules à la Béarnaise,https://www.marmiton.org/recettes/recette_moules-a-la-bearnaise_19610.aspx
fruitsdemer,Moules a la mike,https://www.marmiton.org/recettes/recette_moules-a-la-mike_344544.aspx
fruitsdemer,Moules à la pâte d'ail au curry et à la crème,https://www.marmiton.org/recettes/recette_moules-a-la-pate-d-ail-au-curry-et-a-la-creme_23793.aspx
fruitsdemer,Moules au cidre et à la coriandre,https://www.marmiton.org/recettes/recette_moules-au-cidre-et-a-la-coriandre_72127.aspx
fruitsdemer,Moules au fenouil et épices,https://www.marmiton.org/recettes/recette_moules-au-fenouil_311164.aspx
fruitsdemer,Moules au lait de coco,https://www.marmiton.org/recettes/recette_moules-d-espagne-au-lait-de-coco_220616.aspx
fruitsdemer,Moules au pineau et au mascarpone,https://www.marmiton.org/recettes/recette_moules-au-pineau-et-au-mascarpone_51902.aspx
fruitsdemer,Moules au reblochon,https://www.marmiton.org/recettes/recette_moules-au-reblochon_217211.aspx
fruitsdemer,Moules au safran en ramequin,https://www.marmiton.org/recettes/recette_moules-au-safran-en-ramequin_28027.aspx
fruitsdemer,moules aux champignons et jambon fumé,https://www.marmiton.org/recettes/recette_moules-aux-champignons-et-jambon-fume_25194.aspx
fruitsdemer,Moules aux lardons et à la Poêlée Villagoise,https://www.marmiton.org/recettes/recette_moules-aux-lardons-et-a-la-poelee-villagoise_40747.aspx
fruitsdemer,Moules aux lardons et poivrons,https://www.marmiton.org/recettes/recette_moules-aux-lardons-et-poivrons_40157.aspx
fruitsdemer,Moules aux poivrons,https://www.marmiton.org/recettes/recette_moules-aux-poivrons_314387.aspx
fruitsdemer,Moules camusardes,https://www.marmiton.org/recettes/recette_moules-camusardes_41312.aspx
fruitsdemer,Moules coco curry champignon cajou,https://www.marmiton.org/recettes/recette_moules-coco-curry-champignon-cajou_311364.aspx
fruitsdemer,Moules de Bouchot à la fleur de thym,https://www.marmiton.org/recettes/recette_moules-de-bouchot-a-la-fleur-de-thym_60475.aspx
fruitsdemer,Moules divines,https://www.marmiton.org/recettes/recette_moules-divines_27215.aspx
fruitsdemer,Moules du bouchot à ma façon,https://www.marmiton.org/recettes/recette_moules-du-bouchot-a-ma-facon_91732.aspx
fruitsdemer,Moules farcies au beurre de cerfeuil,https://www.marmiton.org/recettes/recette_moules-farcies-au-beurre-de-cerfeuil_230704.aspx
fruitsdemer,"Moules farcies aux épinards, sauce curry",https://www.marmiton.org/recettes/recette_moules-farcies-aux-epinards-sauce-curry_27163.aspx
fruitsdemer,Moules flambées au cognac,https://www.marmiton.org/recettes/recette_moules-flambees-au-cognac_51843.aspx
fruitsdemer,Moules francillon,https://www.marmiton.org/recettes/recette_moules-francillon_26161.aspx
fruitsdemer,Moules piquantes,https://www.marmiton.org/recettes/recette_moules-piquantes_71198.aspx
fruitsdemer,Moules poireau et safran,https://www.marmiton.org/recettes/recette_moules-poireau-et-safran_27082.aspx
fruitsdemer,moules prestiges,https://www.marmiton.org/recettes/recette_moules-prestiges_40062.aspx
fruitsdemer,Moules rousses,https://www.marmiton.org/recettes/recette_moules-rousses_338295.aspx
fruitsdemer,Moules sauce curry poireau,https://www.marmiton.org/recettes/recette_moules-sauce-curry-poireau_70181.aspx
fruitsdemer,Moules saumon et coco,https://www.marmiton.org/recettes/recette_moules-saumon-et-coco_327896.aspx
fruitsdemer,"Mousse d'avocat et crevettes acidulée sur damier de concombre,...",https://www.marmiton.org/recettes/recette_mousse-d-avocat-et-crevettes-acidulees-sur-damier-de-concombre-vinaigrette-au-sirop-d-agave_232172.aspx
entréechaude,Potage de potiron et patate douce au piment d'Espelette,https://www.marmiton.org/recettes/recette_potage-de-potiron-et-patate-douce-au-piment-d-espelette_232400.aspx
entréechaude,Potage épicé aux lentilles,https://www.marmiton.org/recettes/recette_potage-epice-aux-lentilles_313463.aspx
entréechaude,Potage Fontages,https://www.marmiton.org/recettes/recette_potage-fontages_15695.aspx
entréechaude,Potage frais,https://www.marmiton.org/recettes/recette_potage-frais_5890.aspx
entréechaude,Potage frais au concombre,https://www.marmiton.org/recettes/recette_potage-frais-au-concombre_12676.aspx
entréechaude,Potage froid d'avocat,https://www.marmiton.org/recettes/recette_potage-froid-d-avocat_72613.aspx
entréechaude,"Potage glacé concombre, poire et menthe",https://www.marmiton.org/recettes/recette_potage-glace-concombre-poire-et-menthe_51640.aspx
entréechaude,Potage gourmand au potiron,https://www.marmiton.org/recettes/recette_potage-gourmand-au-potiron_220962.aspx
entréechaude,Potage léger aux poireaux ,https://www.marmiton.org/recettes/recette_potage-leger-aux-poireaux_232795.aspx
entréechaude,Potage paysan aux marrons,https://www.marmiton.org/recettes/recette_potage-paysan-aux-marrons_30882.aspx
entréechaude,Potage piquant aux champignons noirs et pousses de bambou,https://www.marmiton.org/recettes/recette_potage-piquant-aux-champignons-noirs-et-pousses-de-bambou_29211.aspx
entréechaude,Potage potimarron et panais,https://www.marmiton.org/recettes/recette_potage-potimarron-et-panais_82394.aspx
entréechaude,Potage potiron tomate cheddar,https://www.marmiton.org/recettes/recette_potage-potiron-cheddar_304625.aspx
entréechaude,"Potage potiron, topinambours et cannelle",https://www.marmiton.org/recettes/recette_potage-potiron-topinambours-et-cannelle_224804.aspx
entréechaude,Potage rose,https://www.marmiton.org/recettes/recette_potage-rose_55099.aspx
entréechaude,potage rouge,https://www.marmiton.org/recettes/recette_potage-rouge_35082.aspx
entréechaude,Potage surprise aux tomates ,https://www.marmiton.org/recettes/recette_potage-surprise-aux-tomates_12577.aspx
entréechaude,Potage tricolore ,https://www.marmiton.org/recettes/recette_potage-tricolore_9669.aspx
entréechaude,Potage vert de printemps,https://www.marmiton.org/recettes/recette_potage-vert-de-printemps_59156.aspx
entréechaude,Potage vert glacé,https://www.marmiton.org/recettes/recette_potage-vert-glace_339433.aspx
entréechaude,Potage vitaminé à la tétragone,https://www.marmiton.org/recettes/recette_potage-vitamine-a-la-tetragone_345719.aspx
entréechaude,Poulet fermier en tourte forestière,https://www.marmiton.org/recettes/recette_poulet-fermier-en-tourte-forestiere_68431.aspx
entréechaude,Poulet velouté au miel,https://www.marmiton.org/recettes/recette_poulet-veloute-au-miel_13338.aspx
entréechaude,Purée de champignons et noisettes (pour tartines et canapés),https://www.marmiton.org/recettes/recette_puree-de-champignons-et-noisettes-pour-tartines-et-canapes_219406.aspx
entréechaude,Quiche aux oeufs durs et au roquefort,https://www.marmiton.org/recettes/recette_quiche-aux-oeufs-durs-et-au-roquefort_20964.aspx
entréechaude,Rillettes de thon aux oeufs durs,https://www.marmiton.org/recettes/recette_rillettes-de-thon-aux-oeufs-durs_59213.aspx
entréechaude,"RM Tartines Grillées au Butternut, Ricotta et Sauge Dorée",https://www.marmiton.org/recettes/recette_rm-tartines-grillees-au-butternut-ricotta-et-sauge-doree_335905.aspx
entréechaude,Rouget barbet à la soupe de tomates,https://www.marmiton.org/recettes/recette_rouget-barbet-a-la-soupe-de-tomates_304951.aspx
entréechaude,Salmis de veau sur tartines,https://www.marmiton.org/recettes/recette_salmis-de-veau-sur-tartines_37153.aspx
entréechaude,Soufflé à la ricotta,https://www.marmiton.org/recettes/recette_souffle-a-la-ricotta_47090.aspx
"pâtes,riz,semoule",Lasagnes courgettes-aubergines,https://www.marmiton.org/recettes/recette_lasagnes-courgettes-aubergines_41073.aspx
"pâtes,riz,semoule",Lasagnes de courgettes faciles,https://www.marmiton.org/recettes/recette_lasagnes-de-courgettes-faciles_172235.aspx
"pâtes,riz,semoule",Lasagnes faciles au jambon,https://www.marmiton.org/recettes/recette_lasagnes-faciles-au-jambon_62620.aspx
